cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.60958	0.01146	0.18316	0.19581
V2	0.19643	0.09221	0.06881	0.64255
V3	0.05996	0.6833	0.01575	0.241
V4	0.87016	0.11562	0	0.01422
V5	0.11781	0.47607	0.28508	0.12104
V6	0.07478	0.88931	0.02085	0.01506
V7	0.17322	0.38006	0.10236	0.34436
V8	0.1319	0.04892	0.79824	0.02093
V9	0.29363	0.24351	0.04711	0.41575
V10	0.0202	0.0586	0.8879	0.03331
V11	0.21609	0.345	0.43474	0.00418
V12	0.02601	0.58923	0.3751	0.00966
V13	0.27044	0.70915	0.00559	0.01482
V14	0.06648	0.92181	0.00708	0.00463
V15	0.129	0.61919	0.1331	0.1187
V16	0.9172	0.04542	0.01819	0.01919
V17	0.08495	0.88667	0.01338	0.01501
V18	0.59851	0.33233	0.04292	0.02624
V19	0.15882	0.82563	0.00605	0.0095
V20	0.19464	0.49479	0.02454	0.28603
V21	0.13311	0.06915	0.77662	0.02112
V22	0.02186	0.09647	0.2793	0.60238
V23	0.38753	0.05476	0.55352	0.00419
V24	0.92192	0.04794	0.02992	0.00023
V25	0.4	0.21907	0.14932	0.23161
V26	0.44177	0.38539	0.02088	0.15196
V27	0.13382	0.0676	0.02962	0.76897
V28	0.00469	0.11278	0.88224	0.00029
V29	0.45039	0.03742	0.4923	0.0199
V30	0.11541	0.2049	0.34409	0.3356
V31	0.23281	0.17167	0.35099	0.24453
V32	0.10769	0.03719	0.04625	0.80887
V33	0.04577	0.49464	0.38798	0.07161
V34	0.13244	0.0572	0.78933	0.02104
V35	0.16499	0.73223	0.0816	0.02118
V36	0.00904	0.044	0.57896	0.36799
V37	0.61889	0.05679	0.10608	0.21824
V38	0.49285	0.00879	0.19847	0.29988
V39	0.17827	0.57734	0.14219	0.10219
V40	0.0967	0.82993	0.07316	0.00021
V41	0.0069	0.73635	0.05209	0.20467
