Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.29471	0.1305	0.29269	0.11036	0.17174
V2	0.00061	0.8167	0.08292	0.04349	0.05628
V3	0.04502	0.03024	0.48901	0.3842	0.05152
V4	0	0.00955	0.22416	0.03401	0.73228
V5	0	0	0.05315	0.07047	0.87638
V6	0.31066	0.02356	0.31632	0.19957	0.14988
V7	0	0.03998	0.41368	0.05066	0.49568
V8	0	0.05458	0.89252	0.0481	0.00479
V9	0.03822	0.01037	0.29406	0.59027	0.06707
V10	0.43406	0.03086	0.51865	0	0.01643
V11	0.01341	0.01075	0.09716	0.04402	0.83467
V12	0.05569	0.01059	0.22958	0.256	0.44815
V13	0.10024	0.03938	0.04036	0.36824	0.45178
V14	0.13714	0	0.08151	0.6126	0.16875
V15	0.00599	0.02226	0	0.8542	0.11755
V16	0.57022	0.06912	0.02362	0.30383	0.03321
V17	0.03038	0.21979	0.0198	0.04037	0.68965
V18	0.04657	0.43678	0.30313	0.1843	0.02922
V19	0.00824	0	0	0.08147	0.91029
V20	0	0.02885	0.75621	0.1858	0.02914
V21	0	0.24045	0.13923	0.12849	0.49183
V22	0.8122	0.07672	0.09236	0	0.01872
V23	0.04976	0.0058	0.01993	0.09922	0.82529
V24	0.40398	0.10851	0.02846	0.02322	0.43583
V25	0.00507	0.02053	0.01303	0.35754	0.60382
V26	0.43429	0.20083	0.07925	0.01994	0.26569
V27	0.07503	0.49759	0.21387	0	0.21351
V28	0.00875	0.08158	0.22792	0.58211	0.09964
V29	0	0.00489	0.36423	0.55635	0.07453
V30	0.72504	0.10155	0.04552	0	0.12789
V31	0.38982	0.14255	0.0217	0.20334	0.24259
V32	0.9306	0	0.01816	0	0.05125
V33	0	0.17347	0.01777	0.08718	0.72158
V34	0.05861	0.90211	0.03421	0	0.00507
V35	0.04612	0.63565	0.30241	0.01325	0.00256
V36	0.00197	0.15746	0.16984	0.06588	0.60485
V37	0.71155	0	0.00386	0	0.28458
V38	0.09387	0.03794	0.5133	0.16545	0.18944
V39	0.28283	0.03283	0.35548	0	0.32886
V40	0.17288	0.65108	0.04189	0.08423	0.04992
V41	0	0.8687	0.04104	0	0.09027
V42	0.86751	0.02307	0.03787	0	0.07155
V43	0.45633	0.13069	0.40746	0	0.00552
V44	0.0055	0.28621	0.58599	0	0.1223
V45	0	0.69176	0.12553	0.11884	0.06388
V46	0.05734	0.79983	0.10182	0.01736	0.02365
V47	0	0.05011	0.94332	0	0.00658
V48	0.13364	0.1328	0.25044	0.29498	0.18814
V49	0.44477	0.15049	0.27367	0.11248	0.01859
V50	0.006	0.06937	0.92463	0	0
V51	0.06474	0.25047	0.21109	0.04509	0.4286
V52	0	0.95614	0.03653	0.00053	0.00679
V53	0.00293	0.18388	0.01146	0.71368	0.08806
V54	0.18997	0	0.01259	0.51316	0.28428
V55	0.05846	0	0	0.83797	0.10357
V56	0.05295	0	0.00214	0.72132	0.22359
V57	0.12129	0.13537	0.59842	0.00746	0.13745
V58	0.04341	0	0.13206	0.16108	0.66345
V59	0.86801	0.00874	0.1207	0	0.00255
V60	0.39265	0.20649	0.15385	0.09966	0.14735
V61	0.15382	0	0.02796	0.18196	0.63627
V62	0.03508	0.02315	0.30015	0.10468	0.53695
V63	0.34945	0.25415	0.07977	0.01694	0.29969
V64	0.95567	0	0.04219	0	0.00213
V65	0.06206	0.07744	0.04403	0.57973	0.23674
V66	0.01102	0.00538	0.15014	0.73683	0.09663
V67	0	0.01585	0.32846	0.07083	0.58485
V68	0.43571	0.00747	0.45035	0.01139	0.09507
V69	0.57039	0.11512	0.24124	0	0.07324
V70	0.01062	0.74556	0.07136	0.13514	0.03733
V71	0.03829	0.82128	0.07458	0.04755	0.0183
V72	0.00491	0.36738	0.03425	0.02449	0.56897
V73	0.03964	0	0.10979	0.52779	0.32279
V74	0	0.06105	0.00706	0.74905	0.18284
V75	0.43888	0.18847	0.36054	0	0.01211
V76	0	0.00032	0.01615	0.81296	0.17057
V77	0.00612	0.04838	0.92589	0.01804	0.00157
V78	0	0.05859	0.93377	0	0.00764
V79	0.0397	0.38783	0.05391	0.11608	0.40248
V80	0.06848	0.76133	0.02783	0.03781	0.10455
V81	0	0.05217	0.94783	0	0
V82	0.21062	0.16769	0.04025	0.51361	0.06782
V83	0.07177	0.07321	0.02431	0.49809	0.33262
V84	0.05786	0.14191	0.00891	0.04435	0.74698
V85	0	0.05082	0.94918	0	0
V86	0	0.26494	0.34216	0.34453	0.04836
V87	0.4528	0	0.05651	0.42464	0.06605
V88	0.26641	0.15417	0.06506	0.16709	0.34728
V89	0.02333	0.1289	0.83116	0.01605	0.00057
V90	0	0.15671	0.05919	0.08433	0.69978
V91	0	0.00347	0.08857	0.80991	0.09805
V92	0.18869	0.02072	0.02936	0.04163	0.71961
V93	0	0.08211	0.17552	0.46397	0.2784
V94	0.01281	0.15199	0.02524	0.20336	0.60659
V95	0.03005	0.20495	0.02717	0.08689	0.65093
V96	0.77983	0	0.04024	0	0.17993
V97	0.12268	0.01422	0.04522	0.09555	0.72233
V98	0.01834	0.36396	0.20119	0.10152	0.31498
V99	0.48773	0.12961	0.01495	0.19564	0.17208
V100	0.49815	0.15559	0.06943	0.03183	0.245
V101	0.00168	0.94734	0.04474	0	0.00624
V102	0.26724	0.23937	0.16086	0.08428	0.24825
V103	0.08946	0	0.00012	0.04403	0.86638
V104	0.01165	0.38345	0.09656	0.02444	0.48389
V105	0	0	0.03776	0.07855	0.88369
V106	0	0.77543	0.18464	0	0.03993
V107	0.02334	0.23103	0.71122	0.02412	0.01029
V108	0	0.19394	0.80606	0	0
V109	0.02939	0.20291	0.06365	0.24	0.46405
V110	0.13055	0.52675	0.22609	0.08839	0.02823
V111	0.24441	0.23235	0.52324	0	0
V112	0.15189	0	0.1163	0.43186	0.29995
V113	0.1925	0	0.10693	0.12608	0.57449
V114	0.55383	0.06649	0.0674	0.14802	0.16426
V115	0.85453	0	0.01403	0	0.13144
V116	0	0	0	0.05667	0.94333
V117	0.03243	0.04613	0.83457	0.05455	0.03232
V118	0.02718	0	0	0.84509	0.12772
V119	0.3069	0.02221	0.44894	0.20321	0.01874
V120	0	0.03766	0.83513	0.08083	0.04638
V121	0.1352	0.75631	0.02876	0	0.07974
V122	0.00194	0.3832	0.10143	0.20348	0.30995
V123	0.46537	0.02851	0.09291	0.16529	0.24792
V124	0.17231	0.09777	0.06983	0.19345	0.46664
V125	0.0061	0.45149	0.53492	0	0.0075
V126	0.11647	0.17515	0.2359	0.09408	0.3784
V127	0.25049	0.01892	0.69956	0.02321	0.00782
V128	0.14337	0.79729	0.03952	0	0.01981
V129	0.23042	0.03232	0.29492	0.14493	0.29741
V130	0	0.50486	0.06049	0.19735	0.2373
V131	0	0.01117	0.25721	0.6556	0.07601
V132	0.3191	0.00614	2e-05	0.31161	0.36313
V133	0	0.05958	0.55322	0.06725	0.31994
V134	0.05056	0.05075	0.79764	0.00601	0.09504
V135	0.00464	0.11684	0.74101	0.01006	0.12746
V136	0.97503	0	0.02183	0	0.00314
V137	0.92315	0.01574	0.02245	0	0.03866
V138	0.20322	0.12881	0.08932	0.11409	0.46455
V139	0.10212	0	0.17941	0.63617	0.0823
V140	0.01042	0	0.14615	0.04021	0.80321
V141	0	0.23039	0.68396	0.0698	0.01585
V142	0.1779	0	0.34829	0.10558	0.36824
V143	0	0.19725	0.51049	0.11421	0.17805
V144	0.47564	0.22248	0.09382	0.09566	0.1124
V145	0	0.05668	0.9242	0	0.01912
V146	0.0037	0.3398	0.01628	0.27822	0.362
V147	0.07124	0.08602	0.72249	0.07693	0.04332
V148	0.09795	0.81913	0.03988	0.01806	0.02498
V149	0	0.00086	0	0.83622	0.16292
V150	0.10884	0.19674	0.61608	0	0.07835
V151	0.41692	0	0.01739	0.38093	0.18475
V152	0.00064	0	0.12548	0.70182	0.17207
V153	0.13526	0.18458	0.49546	0.0304	0.15431
V154	0.06828	0.59031	0.04625	0.02457	0.2706
V155	0.02086	0.00484	0.15003	0.72847	0.09579
V156	0.07278	0.03071	0.41449	0.12437	0.35766
V157	0.06587	0.03603	0.17598	0.24017	0.48195
V158	0.16294	0.00252	0.46576	0.03341	0.33536
V159	0.08384	0.23402	0.02221	0.55427	0.10566
V160	0.41259	0.15115	0.11532	0.02864	0.29229
V161	0.16802	0.00528	0.06172	0.02955	0.73543
V162	0	0.06019	0.93981	0	0
V163	0.03105	0	0.00957	0.06926	0.89012
V164	0.92755	0.03876	0.03369	0	0
V165	0.5833	0.21712	0.11497	0.02541	0.05921
V166	0.0375	0	0.26655	0.53577	0.16018
V167	0	0.64938	0.03972	0.11239	0.19851
V168	0	0.06019	0.93981	0	0
V169	0.00876	0.70727	0.19527	0.06124	0.02746
V170	0.20334	0.39653	0.07726	0.16591	0.15697
V171	0.28248	0.08471	0.4144	0.14604	0.07237
V172	0.13289	0.20065	0.07921	0.03017	0.55708
V173	0.18216	0.09902	0.10451	0.36713	0.24717
V174	0.18296	0	0.38378	0.16975	0.26351
V175	0.04643	0.12944	0.12533	0.15603	0.54277
V176	0.36387	0.00038	0.00959	0.56182	0.06434
V177	0.1699	0.04517	0.62431	0.13988	0.02074
V178	0.25035	0.04457	0.51136	0.08649	0.10724
V179	0.06715	0	0.00324	0.04593	0.88367
V180	0.00963	0.01654	0.33462	0.02345	0.61577
V181	0.03101	0.25015	0.0055	0.06606	0.64729
V182	0.54281	0.23716	0.0214	0.13411	0.06452
