Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01861	0.01705	0.02089	0.01209	0.03743	0.00232	0.00795	0	0	0.88367
V2	0.78287	0.0132	0.03143	0	0	0.14772	0.02273	0	0	0.00205
V3	0.13378	0.071	0.06762	0.0084	0.44887	0.00509	0.0762	0.11849	0	0.07055
V4	0	0.1182	0.01589	0.00733	0	0.06743	0.00345	0.01516	0.37588	0.39667
V5	0.0064	0.08428	0.01855	0.05445	0	0.0371	0.00628	0	0	0.79294
V6	0.00344	0.08521	0.14613	0.01125	0.62225	0.02402	0.00069	0.05095	0	0.05606
V7	0	0.52409	0	0.00391	0.34205	0.00309	0.04599	0.0553	0	0.02556
V8	0.00356	0.61248	0.03376	0.00055	0.0901	0.0116	0.00051	0.22811	0	0.01933
V9	0.01589	0.00087	0.06304	0.11582	0.02481	0	0.24013	0.50694	0.00641	0.02609
V10	0	0.09662	0	0	0.68958	0.03848	0.0072	0.10988	0	0.05824
V11	0.01292	0.61413	0	0	0.08528	0.02605	0.00048	0.21222	0.01429	0.03463
V12	0.03664	0.02103	0.11408	0.43108	0.00543	0	0.10307	0.00809	0	0.28058
V13	0.14837	0.01719	0.12803	0.0034	0.03314	0.07747	0.49274	0.00465	0.06722	0.02779
V14	0.09727	0.49783	0.11338	0.03984	0.09567	0.0289	0.10948	0.00957	0	0.00805
V15	0.39374	0.00025	0.06753	0.47807	0.00744	0.00852	0.03042	0.00709	0	0.00694
V16	0.04409	0.06616	0.16286	0.54645	0.04114	0.04052	0.0028	0.00059	0.06084	0.03457
V17	0.02365	0.10281	0.00297	0.01235	0	0.04038	0.02469	0.00314	0	0.79002
V18	0.0896	0.04515	0.02236	0.20397	0	0.00351	0.00207	0	0	0.63334
V19	0.00353	0	0.00812	0.04727	0	0.04138	0.00369	0.0033	0	0.8927
V20	7e-04	0.27587	0	0.00834	0.01516	0	0.51772	0.0365	0	0.14571
V21	0.12903	0.5104	0.0276	0	0.06311	0.21612	0.01013	0.02383	0	0.01977
V22	0.00276	0	0	0.00758	0	0.00422	0.00393	0.19286	0.00625	0.7824
V23	0.33733	0.02026	0.44843	0.01286	0	0.01907	0.00056	0.00362	0	0.15788
V24	0.02932	0.66146	0.0288	0.00161	0.11207	0	0.06285	0.06209	0.03412	0.00767
V25	0.03065	0.12909	0.01797	0.02311	0	0.07721	0.01898	0	0.06478	0.63821
V26	0.0151	8e-05	0.05758	0.00074	0.01159	0.00437	0.01884	0.86724	0	0.02446
V27	0	0.05493	0	0.0078	0.27243	0.00125	0.01694	0	0	0.64665
V28	0.2727	0	0.01212	0.00774	0	0.00793	0.01622	0.01458	0	0.66871
V29	0.00984	0.68093	0.00234	0.00558	0.09489	0.05756	0.00393	0.01456	0	0.13036
V30	0.00016	0.01391	0.13536	0.01034	0.00593	0.25439	0.37088	0	0.1735	0.03552
V31	0.01535	0.39701	0.17336	0.00425	0.11811	0.00811	0.00077	0.25764	0	0.0254
V32	0.57864	0.03957	0.0207	8e-04	0.24178	0.02049	0.02577	0	0.0216	0.05066
V33	0.08102	0.01009	0.17928	0.46494	0.02017	0	0.23634	0.00022	0	0.00793
V34	0.00358	0.04721	0	0.01007	0.09642	0.00145	0.008	0.00919	0.00621	0.81788
V35	0.00986	0.81554	0	0.00036	0.14072	0.0044	0.01004	0.01506	0	0.00402
V36	0.07672	0.02746	0	0.00239	0.02594	0	0.84199	0.02366	0	0.00184
V37	0	0.59397	0	0.00014	0.10425	0	0.25818	0.02362	0	0.01984
