CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55693	0	0.12687	0.31621
V2	0.13199	0.04661	0.02719	0.79421
V3	0.05301	0.57016	0.00452	0.37232
V4	0.89224	0.08459	0	0.02317
V5	0.11523	0.45648	0.21917	0.20912
V6	0.07992	0.8817	0.01299	0.02539
V7	0.13917	0.30148	0.05498	0.50436
V8	0.15191	0	0.80513	0.04296
V9	0.22664	0.17757	0.01941	0.57638
V10	0.01557	0.00195	0.91097	0.0715
V11	0.244	0.34678	0.40435	0.00487
V12	0.02522	0.61496	0.34471	0.01511
V13	0.28981	0.68405	0.00192	0.02422
V14	0.07142	0.91901	0.00327	0.0063
V15	0.12353	0.58236	0.09329	0.20082
V16	0.93511	0.02006	0.01222	0.03261
V17	0.09119	0.87636	0.00708	0.02536
V18	0.61685	0.31013	0.02867	0.04435
V19	0.17338	0.80944	0.00219	0.01499
V20	0.16216	0.404	0.009	0.42484
V21	0.15201	0.02467	0.7809	0.04242
V22	0.01524	0.04989	0.149	0.78587
V23	0.44722	0.0141	0.533	0.00568
V24	0.96447	0.0143	0.02123	0
V25	0.35735	0.18564	0.09539	0.36162
V26	0.40782	0.33771	0.00956	0.24491
V27	0.08344	0.02403	0.0063	0.88622
V28	3e-05	0.02234	0.97731	0.00032
V29	0.5063	0.00451	0.452	0.03718
V30	0.09784	0.16233	0.22525	0.51457
V31	0.21257	0.14392	0.24832	0.39519
V32	0.0644	0.0055	0.01307	0.91703
V33	0.04449	0.49765	0.32764	0.13022
V34	0.15152	0.00954	0.79659	0.04236
V35	0.17657	0.72662	0.06055	0.03626
V36	0.00626	0.01086	0.39912	0.58376
V37	0.55173	0.03666	0.06595	0.34565
V38	0.41774	0	0.12541	0.45686
V39	0.1756	0.54821	0.10148	0.17472
V40	0.10706	0.83361	0.05933	0
V41	0.00751	0.63683	0.02773	0.32792
V42	0.2133	0.00617	0.15457	0.62596
V43	0.14963	0.33047	0.48024	0.03966
V44	0.01362	0.03984	0.71481	0.23173
V45	0.10386	0.59394	0.1896	0.1126
V46	0.85578	0.04413	0.09532	0.00478
V47	0.51327	0.14993	0.27754	0.05926
V48	0.83904	0.13631	0.00217	0.02249
V49	0.75681	0.14914	0	0.09404
V50	0.07009	0.85847	0.06607	0.00537
V51	0.35605	0.38298	0.22455	0.03642
V52	0.02567	0.07734	0.85293	0.04406
V53	0.78434	0.09196	0.12371	0
V54	0.48996	0.15631	0.32899	0.02474
V55	0.21481	0.08055	0.19136	0.51328
V56	0.03579	0	0.05091	0.91331
V57	0.10421	0.86772	0.01319	0.01488
V58	0.62379	0	0.02495	0.35126
V59	0.479	0.38113	0.08279	0.05708
V60	0.13276	0.10484	0.27281	0.48959
V61	0.83209	0.06876	0.00577	0.09337
V62	0.92296	0.01385	0.04974	0.01345
V63	0.01652	0.86018	0.09772	0.02557
V64	0.00805	0.83102	0	0.16093
V65	0.01146	0	0.06163	0.92691
V66	0.23091	0.67728	0.01132	0.08049
V67	0.17929	0.31885	0.48671	0.01515
V68	0.14237	0.09532	0.00903	0.75328
V69	0.02449	0.30082	0.60722	0.06747
V70	0.59335	0.10819	0.14696	0.1515
V71	0.16689	0.03566	0.31563	0.48182
V72	0.61174	0.11219	0.06851	0.20756
V73	0.16398	0.61343	0.11254	0.11005
V74	0.0638	0.21111	0.7251	0
V75	0.74174	0	0.15206	0.1062
V76	0.00228	0.11936	0.13357	0.7448
V77	0.03274	0.2272	0.00018	0.73988
V78	0.31149	0.0704	0.14246	0.47565
V79	0.00523	0.06298	0.80753	0.12426
V80	0.4029	0	0.48661	0.11049
V81	0.06319	0.13599	0.79411	0.00671
V82	0	0.04172	0.94958	0.00871
V83	0.12232	0.12388	0.04577	0.70803
V84	0.39621	0.0177	0.12079	0.4653
V85	0.11731	0.28573	0.36768	0.22928
V86	0.04873	0.02082	0.87327	0.05718
