cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.53561	0.02787	0.17679	0.25973
V2	0.13271	0.10104	0.08132	0.68493
V3	0.07589	0.60339	0.0259	0.29482
V4	0.82809	0.14167	0.01582	0.01442
V5	0.12507	0.46889	0.25506	0.15098
V6	0.10775	0.8524	0.02477	0.01507
V7	0.14976	0.34346	0.09577	0.41101
V8	0.1323	0.03704	0.79209	0.03858
V9	0.22924	0.2273	0.05805	0.48541
V10	0.03333	0.04121	0.86461	0.06085
V11	0.22224	0.34747	0.42294	0.00735
V12	0.05104	0.57733	0.35787	0.01376
V13	0.28516	0.69024	0.01054	0.01406
V14	0.10469	0.87668	0.01585	0.00279
V15	0.13947	0.59563	0.11932	0.14558
V16	0.87276	0.07322	0.03316	0.02087
V17	0.11789	0.84875	0.01836	0.015
V18	0.58137	0.34566	0.04544	0.02753
V19	0.18524	0.79457	0.01225	0.00794
V20	0.17522	0.44545	0.03415	0.34518
V21	0.13165	0.06234	0.7695	0.03651
V22	0.02102	0.10052	0.21983	0.65863
V23	0.37804	0.05676	0.55437	0.01083
V24	0.86301	0.0851	0.05189	0
V25	0.34695	0.229	0.13586	0.28818
V26	0.40425	0.38017	0.02607	0.1895
V27	0.08947	0.08406	0.06245	0.76403
V28	0.03278	0.10843	0.84099	0.01781
V29	0.43562	0.04178	0.49359	0.029
V30	0.09977	0.20073	0.28816	0.41133
V31	0.20263	0.18086	0.30737	0.30914
V32	0.07467	0.0643	0.07472	0.78631
V33	0.0622	0.48925	0.35816	0.09038
V34	0.13129	0.04873	0.78265	0.03734
V35	0.18538	0.71544	0.07731	0.02187
V36	0.01167	0.05256	0.47638	0.4594
V37	0.53445	0.07813	0.10539	0.28203
V38	0.40236	0.02446	0.18443	0.38875
V39	0.18463	0.56257	0.12786	0.12494
V40	0.13143	0.79208	0.07649	0
V41	0.03182	0.66023	0.05454	0.25341
V42	0.20326	0.04589	0.22216	0.52869
V43	0.14299	0.32596	0.50147	0.02958
V44	0.02171	0.0722	0.74147	0.16463
V45	0.11843	0.58836	0.21575	0.07746
V46	0.77666	0.09695	0.12371	0.00268
V47	0.46126	0.18416	0.31388	0.0407
V48	0.7816	0.18691	0.01778	0.01371
V49	0.72548	0.19816	0.00974	0.06662
V50	0.09923	0.81797	0.08016	0.00265
V51	0.32842	0.39515	0.25236	0.02407
V52	0.03779	0.10747	0.81604	0.03871
V53	0.70197	0.14736	0.15067	0
V54	0.43278	0.18842	0.36057	0.01823
